"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME106379",603000,441000,1150000,789000,596000,163000,465000,496000,268000,2340000,842000,302000,463000,764000,41200,2190000,545000,3100000,767000,1370000,372000,786000,647000,152000,1400000,1100000,1210000,287000,1440000,58500,614000,390000,276000,775000,1440000,251000,1030000,480000,162000,1400000,395000,1050000,518000,515000,117000
"ME106380",264000,27500,540000,365000,67400,54500,126000,37500,1080,22300000,109000,6020,173000,85200,15000,256000,57300,1030000,274000,151000,75900,228000,40900,278000,536000,64000,32800,22900,3500000,9000,122000,41600,228000,285000,139000,245000,163000,82000,1650,139000,63300,69400,18700,30100,32000
"ME106381",15100000,18500000,14400000,15100000,14800000,14800000,21500000,14600000,14600000,1.5e+07,15400000,18900000,19600000,14700000,19300000,14600000,14600000,21800000,14800000,14400000,19300000,18500000,15300000,18300000,14600000,14500000,14800000,20100000,14300000,18100000,22700000,18400000,2e+07,19300000,15100000,19400000,2.1e+07,14700000,15200000,15400000,14600000,14900000,14100000,14200000,18500000
"ME106382",1500000,2140000,6910000,9580000,12800000,1750000,31600000,6420000,3410000,12500000,14400000,2220000,30600000,5260000,1940000,4890000,3.8e+07,39400000,1550000,25700000,14100000,17600000,2570000,2020000,3790000,9890000,4030000,2560000,5910000,2440000,13500000,7350000,4140000,15800000,10900000,1960000,5210000,3370000,1540000,1170000,6720000,7010000,12300000,2e+06,1940000
"ME106383",206000,397000,1690000,8300000,1040000,311000,1540000,97000,163000,687000,871000,335000,427000,1010000,39400,1420000,1280000,1710000,2030000,699000,759000,1020000,302000,229000,1180000,7990000,809000,452000,347000,195000,278000,718000,6820000,1390000,947000,1210000,7130000,517000,368000,1190000,343000,1470000,758000,330000,138000
"ME106384",33800,120000,296000,550000,13600,109000,166000,50500,23100,228000,27900,85500,201000,73900,17900,146000,522000,2040000,385000,46400,146000,746000,20000,24800,53400,5330,99800,79800,69100,24300,20600,430000,319000,504000,38400,235000,725000,71600,36700,145000,38000,357000,51100,199000,38100
"ME106385",2040,110000,37100,22700,273000,15900,139000,48600,18400,3160000,118000,387000,52400,23100,169000,1470000,28000,14000,105000,125000,2110,96400,1890,37400,42300,48100,71100,77700,199000,239000,3360,6270,10600,2000,192000,4050,1130000,20900,18000,57100,32800,140000,11900,21900,223000
"ME106386",1230,7040,6940,6890,970,689,16000,1570,497,59700,4350,903,2500,224000,1260,37700,1890,6650,30400,8010,14500,42900,1730,881,73800,21500,4260,41100,15600000,8630,18000,26800,1980,4030,11100,5500,6650,475,1880,47400,1310000,15100,686,8570,5800
"ME106387",214000,NA,NA,NA,NA,NA,NA,NA,NA,2090,NA,NA,61200,167000,NA,1090000,1920,1100,NA,NA,NA,NA,NA,NA,NA,1120000,NA,NA,11400,NA,19300,464000,NA,NA,NA,NA,1710,NA,NA,NA,NA,NA,NA,4600000,NA
"ME106388",309000,3970000,1990000,420000,97600,191000,19100,NA,513000,44300,4920000,2100,1060000,839000,42800,15900000,61600,82200,534000,98700,2350000,3420000,105000,2770000,970000,821000,136000,663000,1440000,19600,4280000,1.6e+07,408000,298000,108000,254000,90600,985,25300,199000,40900,14000,17400,527000,24300
"ME106389",1e+06,214000,1270000,1730000,1080000,612000,1260000,218000,347000,6740000,1540000,680000,578000,1300000,183000,2490000,830000,1670000,1490000,929000,1290000,2200000,313000,384000,2270000,2250000,1250000,722000,1180000,189000,891000,1580000,1240000,1350000,1280000,1500000,2010000,387000,344000,1730000,668000,1790000,617000,1610000,324000
"ME106390",1.3e+08,1.23e+08,1.08e+08,97300000,1.22e+08,1.29e+08,1.18e+08,1.28e+08,1.29e+08,10800000,1.18e+08,1.19e+08,1.09e+08,1.1e+08,1.44e+08,1.11e+08,98400000,1e+08,99700000,1.06e+08,1.2e+08,1150000,1.28e+08,1.23e+08,9.5e+07,99700000,1.15e+08,1.23e+08,1.07e+08,1.32e+08,1.17e+08,1.08e+08,1.04e+08,97300000,1.14e+08,1.2e+08,1.01e+08,1.14e+08,1.33e+08,1.11e+08,1.17e+08,1.02e+08,1.15e+08,1.04e+08,1.36e+08
"ME106391",1780000,540000,19200000,14700000,3510000,1700000,4380000,59800,557000,6960000,4780000,1490000,2790000,4430000,235000,1.1e+07,2540000,8750000,9610000,4890000,3160000,5450000,1080000,4350000,7160000,7960000,4690000,2140000,6950000,302000,4170000,7990000,5890000,5710000,5140000,3070000,8930000,258000,1160000,8260000,5230000,4830000,1790000,1910000,518000
"ME106392",686000,1230000,20300000,13800000,5520000,770000,3360000,258000,551000,1.2e+07,11400000,1720000,1730000,12700000,247000,11200000,6510000,9620000,16800000,1670000,4120000,8620000,468000,1030000,4900000,24400000,2400000,860000,8450000,429000,5810000,5720000,24900000,9490000,3460000,3110000,1.2e+07,987000,970000,14500000,3810000,14300000,1110000,5590000,405000
"ME106393",229000,30300,1340000,227000,445000,36200,92400,435000,15900,4780000,113000,82200,509000,281000,11400,448000,436000,3070000,783000,1460000,44500,2190000,74300,265000,188000,107000,174000,297000,1310000,36300,599000,6210000,109000,34400,505000,582000,414000,1110000,184000,1230000,391000,961000,29100,838000,28100
"ME106394",1070,1590,7020,27700,2750,5020,3160,16400,2910,3610,21500,763,16800,6390,1780,NA,3360,4850000,3650,2190,83300,12200,64300,5450,NA,34000,5770,816,2810,3880,2130,9740,17500,3320,14000,4040,3990,71400,3640,NA,4160,2180,1420,1030,1350
"ME106395",256000,170000,1020000,1300000,492000,282000,422000,223000,183000,486000,722000,1010000,4230000,2530000,47800,443000,3930000,1060000,1040000,466000,650000,612000,221000,707000,543000,865000,525000,613000,923000,30800,345000,1560000,1370000,1e+06,448000,810000,1110000,489000,79600,967000,1220000,5220000,323000,237000,95200
"ME106396",15800000,13500000,5.9e+07,26600000,3.8e+07,10400000,21400000,5860000,4290000,17300000,22800000,5040000,36200000,10700000,1490000,36200000,1.3e+07,46800000,10600000,2.5e+07,26800000,27900000,6310000,14300000,20600000,1670000,1130000,17300000,33300000,5790000,9290000,22200000,46500000,14100000,96100000,33700000,39900000,16100000,4030000,30200000,11300000,11200000,24700000,7980000,4620000
"ME106397",1.8e+07,7920000,29900000,21400000,21100000,5900000,1.3e+07,3660000,2790000,12500000,14500000,4420000,43500000,7800000,1490000,2.3e+07,10700000,24200000,5820000,14400000,16600000,14800000,3840000,8330000,11900000,1670000,1130000,8410000,21500000,4e+06,5570000,13800000,29600000,8840000,92300000,17200000,24100000,9560000,2590000,17100000,6410000,7450000,14300000,3980000,3180000
"ME106398",8060000,94000,5140000,156000,14900,7860,81300,42900,6060,8060000,22800,191000,3290000,301000,3000,639000,31900,6550000,167000,5100,46600,332000,367000,102000,310000,11200,35600,11600,523000,3320,5510000,128000,329000,133000,26500,913000,964000,7540000,4440,147000,102000,86100,6030,60500,240000
"ME106399",118000,135000,404000,545000,40100,164000,374000,129000,83500,507000,424000,130000,1.4e+07,105000,27000,164000,446000,614000,1150000,503000,409000,1060000,63100,964000,224000,110000,149000,747000,3860000,129000,174000,939000,311000,570000,145000,275000,286000,626000,8220,277000,276000,206000,87300,156000,14800
"ME106400",58800000,33300000,66800000,77200000,30100000,5910000,55700000,28400000,9210000,1.37e+08,84100000,2.4e+07,6790000,62100000,15600000,2.25e+08,65900000,1.46e+08,98500000,37800000,18600000,48800000,39700000,10200000,1.18e+08,77500000,49600000,18200000,1.05e+08,12600000,55900000,20300000,48100000,26800000,3.3e+07,14500000,46200000,2.4e+07,14900000,1.58e+08,32300000,45600000,20600000,38100000,12200000
"ME106401",6670000,3070000,9840000,15400000,2370000,1220000,4210000,2500000,1750000,22600000,6940000,3380000,15500000,2840000,3550000,10600000,10900000,39800000,9290000,5450000,2120000,7180000,9700000,4690000,4720000,13300000,3260000,4070000,13300000,1450000,1.6e+07,4820000,10900000,26100000,1340000,7090000,8440000,5030000,976000,4970000,9430000,1.3e+07,5180000,6760000,4050000
"ME106402",624,37400,NA,674000,NA,NA,22900,88900,NA,11900,NA,622,2960,1100,NA,NA,1550,1450,16800,869,42400,2020,5440000,NA,NA,NA,NA,31300,1530,546,716,1180,NA,228000,NA,NA,94900,321000,NA,NA,NA,NA,7150,NA,277000
"ME106403",31900,433000,367000,31500,568000,1910,193000,99100,1660,15900,NA,3920,238000,798,2260,404000,7070,36500,2670000,939000,1940000,25800000,1580000,1290,292000,74700,17000,16100000,284000,664,NA,34400,2500,27200,536000,20100,92500,1440,630,1400,75100,739000,78300,80400,775
"ME106404",388000,52200,297000,1620000,258000,55300,1110000,15900,5930,796000,129000,196000,199000,24500000,14500,824000,563000,48700,570000,188000,497000,1380000,25100,1100000,528000,5620000,41100,54800,225000,129000,91200,2240000,163000,8870000,144000,1290000,268000,853000,687000,7170000,173000,119000,232000,8180000,368000
"ME106405",39800,23300,38200,13600,113000,2810,28000,3210,741,354000,11800,15000,58300,12100,2330,60400,51500,687000,3690,2590000,11400,29500,7140,14800,246000,53800,6600,17200,168000,2510,75500,52600,9010,223000,197000,53200,28600,84800,2560,506000,3500,248000,119000,33700,37300
"ME106406",229000,367000,742000,4210000,1150000,271000,632000,555000,251000,3050000,1290000,215000,352000,334000,220000,3620000,364000,4660000,3670000,1280000,749000,4820000,980000,299000,449000,1160000,1140000,425000,3730000,260000,274000,308000,2690000,2930000,1160000,666000,2620000,1040000,154000,818000,1140000,1010000,511000,726000,155000
"ME106407",505,NA,NA,1050,NA,NA,NA,1360,NA,NA,NA,NA,585,1010,NA,NA,1700,1220,8310,NA,NA,NA,460,NA,NA,848,NA,NA,8010000,NA,NA,NA,NA,NA,NA,NA,1120,NA,NA,3290,189000,NA,NA,NA,NA
"ME106408",820000,3010000,5330000,36300000,329000,6e+06,6830000,6880000,650000,25200000,114000,48200,946000,1850000,6380000,1150000,1200000,5660000,1520000,385000,238000,5800000,490000,190000,481000,9010000,43100,223000,1180000,310000,2120000,742000,4130000,19800000,185000,5790000,11200000,5210000,1160000,2870000,5090000,2990000,107000,7360000,8810000
"ME106409",419000,579000,3530000,6300000,724000,519000,1350000,184000,402000,1170000,2780000,627000,1400000,3780000,76700,3650000,686000,2110000,3240000,938000,2440000,1310000,271000,1210000,1130000,4160000,988000,629000,6790000,211000,918000,582000,2750000,3080000,727000,1260000,4110000,154000,1040000,2300000,2380000,2330000,626000,967000,250000
"ME106410",3250000,11800000,15600000,17100000,20700000,708000,12700000,1250000,1e+07,14100000,1.6e+07,1380000,11200000,25100000,1420000,21500000,3e+07,27600000,14300000,2420000,13800000,18300000,10900000,941000,10800000,24500000,12800000,8060000,17400000,8590000,15500000,4840000,12200000,20100000,1870000,1260000,14500000,12800000,15600000,13100000,1410000,19600000,1320000,11300000,18400000
"ME106411",12500000,1130000,89000,690000,4670000,17600,169000,61000,207000,386000,1020000,375000,81600,1710000,17300,1380000,1180000,4670000,1430000,14400000,2280000,118000,768000,430000,730000,121000,69400,75000,3310000,778000,635000,133000,599000,709000,16300000,11700000,11800,3260000,4090000,63100,539000,3080000,78000,508000,2790000
"ME106414",251000,288000,2e+05,975000,151000,48300,261000,140000,125000,453000,390000,119000,241000,4.3e+07,21500,867000,1970000,1e+06,670000,303000,196000,316000,180000,138000,163000,87400000,305000,249000,467000,4e+05,174000,95100000,1040000,1920000,391000,6e+05,421000,1.3e+07,266000,622000,514000,1520000,77900,30500000,322000
"ME106415",2610000,13800000,7140000,4.7e+07,16500000,2680000,20500000,1630000,2360000,3.3e+07,2.3e+07,3740000,5140000,10200000,1120000,30100000,28300000,11600000,33900000,16800000,17200000,27800000,2210000,2460000,23900000,15600000,17600000,14400000,25700000,2110000,2930000,7460000,4980000,45200000,18300000,5050000,30400000,2520000,2360000,25900000,3530000,24500000,3890000,6900000,2080000
"ME106416",725000,1760000,28100000,3920000,2020000,845000,2200000,1040000,869000,3570000,2420000,1670000,1760000,1560000,1080000,3640000,2410000,53700000,7090000,2250000,1960000,3540000,1100000,1130000,3790000,3190000,1800000,1390000,3970000,1140000,1170000,1760000,27400000,6340000,2390000,1680000,4170000,1040000,1180000,5560000,1460000,2950000,1270000,1810000,1530000
"ME106417",125000,40400,547000,3860000,359000,53400,204000,30900,47300,251000,454000,76700,128000,346000,15900,288000,133000,330000,2740000,248000,141000,327000,26500,79900,609000,2950000,118000,10500,104000,15300,136000,122000,598000,283000,390000,34400,2700000,8250,26700,411000,365000,180000,118000,274000,18100
"ME106418",2120000,15300000,24400000,3e+07,21300000,3640000,8560000,3020000,11500000,35200000,17900000,13900000,14500000,4680000,2850000,23300000,20700000,22700000,13900000,18100000,15700000,2.1e+07,1870000,10600000,21100000,8090000,7590000,11600000,19300000,3030000,3870000,8460000,25100000,23300000,19900000,14100000,26400000,3140000,11600000,32100000,12300000,23300000,4760000,5340000,10300000
"ME106419",937000,1980000,2760000,4800000,1880000,1510000,18800000,1270000,1040000,3010000,2280000,1860000,1910000,15700000,654000,3320000,3250000,2760000,25700000,2940000,2450000,3020000,1460000,1220000,2610000,19600000,16800000,1610000,2650000,1050000,1230000,17900000,2320000,2740000,2630000,1580000,3800000,1230000,1030000,2990000,1440000,2460000,1.1e+07,15100000,924000
"ME106420",99000,601000,1290000,2540000,907000,386000,816000,657000,471000,2900000,1070000,781000,917000,641000,298000,1750000,712000,1590000,1840000,1010000,1010000,1050000,611000,508000,1830000,12200000,915000,877000,253000,415000,649000,528000,2060000,1470000,1e+06,310000,1150000,569000,530000,3580000,162000,1510000,1270000,2070000,425000
"ME106421",13700000,24100000,50700000,61700000,23500000,14700000,32500000,10900000,1.2e+07,51800000,31700000,17700000,27100000,31800000,9350000,37400000,36500000,61200000,55300000,23500000,28900000,44300000,12800000,11200000,32900000,51700000,19900000,18200000,34900000,10400000,17100000,33900000,46600000,60800000,21900000,3.3e+07,49900000,14800000,13100000,43500000,17900000,4.1e+07,17800000,66700000,13900000
"ME106422",5760000,6320000,9990000,7260000,6980000,4140000,10600000,3600000,4380000,12400000,9070000,4960000,4930000,3530000,5750000,10200000,6380000,16300000,6240000,6370000,7490000,12400000,4280000,4650000,1.3e+07,6400000,2e+06,7090000,9270000,7740000,3190000,3060000,9840000,7810000,6320000,10500000,7600000,6820000,7210000,13400000,1060000,5730000,5530000,6510000,8030000
"ME106423",1110000,10800000,2740000,5250000,22600000,4060000,1.2e+07,7910000,4760000,31100000,18400000,754000,6750000,7510000,24200000,16400000,11600000,12100000,4210000,14200000,4170000,8390000,3810000,5160000,9530000,15900000,4490000,9250000,16700000,29900000,1080000,3170000,1790000,5480000,40900000,3250000,3840000,5170000,5700000,14800000,6130000,4030000,7760000,11700000,28900000
"ME106424",15600000,11100000,35900000,41400000,23300000,8970000,33700000,12200000,7130000,50100000,38100000,12200000,16500000,16100000,8360000,3.9e+07,15900000,44900000,30400000,17900000,21500000,39900000,11500000,14400000,3.9e+07,28800000,19500000,14600000,28800000,8420000,11700000,16200000,39900000,23600000,21300000,12100000,4.4e+07,13400000,11900000,44300000,19400000,2.2e+07,14500000,13600000,10300000
"ME106425",898000,1100000,4630000,13300000,1960000,639000,2220000,728000,558000,3840000,2510000,1130000,1500000,2440000,1140000,4760000,2200000,15500000,6660000,3390000,1460000,4590000,1130000,632000,4530000,13200000,1690000,1590000,3660000,946000,979000,2280000,1.5e+07,4690000,2600000,5020000,3990000,1050000,830000,3010000,1540000,2640000,1290000,2760000,1390000
"ME106426",18500000,22100000,54300000,50600000,16100000,14300000,12600000,7290000,9100000,38700000,24600000,1.9e+07,29200000,1.2e+07,7570000,8230000,38900000,59200000,49400000,19100000,22600000,35800000,12200000,3060000,35600000,28300000,18200000,20100000,31400000,3e+06,1.6e+07,31200000,31300000,46200000,21500000,3.2e+07,16300000,12900000,7890000,29800000,5330000,26600000,16600000,65800000,16900000
"ME106427",5790000,1.2e+07,20500000,27100000,5990000,4980000,29700000,3980000,4370000,1.8e+07,8270000,31100000,10800000,9710000,2960000,8230000,17900000,31800000,17400000,8660000,8420000,15600000,6770000,2450000,11400000,9620000,32700000,9310000,8890000,16400000,5120000,1.2e+07,11400000,21500000,7140000,1.2e+07,36700000,8300000,4590000,11300000,15500000,67100000,7740000,29100000,5210000
"ME106428",5820000,1.2e+07,20700000,27100000,5990000,4980000,7050000,3980000,4380000,1.8e+07,8270000,6600000,10800000,34400000,2960000,8230000,17900000,31900000,17400000,8700000,8430000,15600000,6770000,10500000,11400000,9620000,8290000,9320000,8920000,2290000,5120000,1.2e+07,11400000,21500000,7160000,1.2e+07,8620000,8300000,4590000,11300000,4710000,17300000,7740000,29100000,5210000
"ME106429",1710000,1570000,5860000,7570000,1280000,496000,1630000,3140000,667000,14700000,6780000,1450000,1280000,3890000,1660000,7110000,4060000,11900000,7300000,3160000,1240000,4600000,3820000,458000,9920000,10700000,5660000,1230000,7240000,3120000,2900000,1320000,5430000,8440000,4e+06,1200000,5270000,4130000,663000,14600000,1690000,6970000,1120000,6830000,1020000
"ME106430",6280000,15300000,18600000,16500000,11300000,6090000,26700000,6900000,5790000,12900000,14800000,17300000,6020000,6630000,9130000,12400000,9340000,16300000,13300000,7480000,21600000,23100000,8320000,6640000,1.3e+07,14600000,11400000,12800000,9100000,8440000,4920000,23600000,19200000,14100000,9720000,10500000,24800000,10800000,9120000,16500000,6970000,9460000,6730000,8250000,10400000
"ME106431",6640,62900,193000,136000,67500,63500,20600,66000,32100,395000,79600,190000,56200,842000,20800,134000,99700,163000,227000,108000,156000,46300,47800,21900,12900000,612000,318000,81800,106000,12200,10000,28600,176000,262000,37800,87400,78200,123000,23500,1940000,175000,576000,56800,1170000,44000
