"","metabolite_name","metabolite_id","refmet_name"
"ME105729","Shikimate_2","ME105729","Shikimic acid"
"ME105704","S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine_1","ME105704",""
"ME105705","S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine_2","ME105705",""
"ME105730","Sinapyl alcohol","ME105730","Sinapyl alcohol"
"ME105731","Slaframine","ME105731","Slaframine"
"ME105732","S-Methyl-1-thio-D-glycerate","ME105732",""
"ME105733","sn-Glycero-3-phosphocholine","ME105733","sn-Glycero-3-phosphocholine"
"ME105734","Sodium ortho-phenylphenate","ME105734",""
"ME105735","Sodium salicylate","ME105735","Salicylic acid"
"ME105736","Sodium sulfate","ME105736","Sulfate"
"ME105737","Sorgolactone","ME105737","Sorgolactone"
"ME105738","Spectinomycin dihydrochloride","ME105738","Spectinomycin"
"ME105740","Spermidine","ME105740","Spermidine"
"ME105739","SPERMIDINE","ME105739","Spermidine"
"ME105706","S-(Phenylacetothiohydroximoyl)-L-cysteine","ME105706",""
"ME105741","S-Ribosyl-L-homocysteine_1","ME105741","S-Ribosylhomocysteine"
"ME105742","S-Ribosyl-L-homocysteine_2","ME105742","S-Ribosylhomocysteine"
"ME105707","S,S-Dimethyl-beta-propiothetin","ME105707","S,S-Dimethyl-beta-propiothetin"
"ME105743","S-Succinyldihydrolipoamide","ME105743","S(8)-Succinyldihydrolipoamide"
"ME105744","Stearidonic acid","ME105744","Stearidonic acid"
"ME105745","Sterigmatocystin","ME105745","Sterigmatocystin"
"ME105746","Streptobiosamine_1","ME105746","Streptobiosamine"
"ME105747","Streptobiosamine_2","ME105747","Streptobiosamine"
"ME105748","Strigolactone ABC-rings_1","ME105748",""
"ME105749","Strigolactone ABC-rings_2","ME105749",""
"ME105750","Stylopine","ME105750","(S)-Stylopine"
"ME105751","Styrene","ME105751","Styrene"
"ME105752","Suberic acid_1","ME105752","Suberic acid"
"ME105753","Suberic acid_2","ME105753","Suberic acid"
"ME105754","Succinate_1","ME105754","Succinic acid"
"ME105755","Succinate_2","ME105755","Succinic acid"
"ME105756","Succinic anhydride_1","ME105756","Succinic anhydride"
"ME105757","Succinic anhydride_2","ME105757","Succinic anhydride"
"ME105758","Succinimide","ME105758","Succinimide"
"ME105759","Succinylproline_1","ME105759","Succinylproline"
"ME105760","Succinylproline_2","ME105760","Succinylproline"
"ME105761","Sulbactam","ME105761","Sulbactam"
"ME105762","Sulbactam sodium","ME105762","Sulbactam sodium"
"ME105763","Sulcatone_1","ME105763","Sulcatone"
"ME105764","Sulcatone_2","ME105764","Sulcatone"
"ME105765","Sulcatone_3","ME105765","Sulcatone"
"ME105766","Sulfoquinovose_1","ME105766","Sulfoquinovose"
"ME105767","Sulfoquinovose_2","ME105767","Sulfoquinovose"
"ME104125","(-)-Sympatol","ME104125","D-Synephrine"
"ME105768","Syringin","ME105768","Syringin"
"ME105769","Tabtoxin","ME105769",""
"ME105770","Tabtoxinine-beta-lactam","ME105770",""
"ME105772","Taurine","ME105772","Taurine"
"ME105771","TAURINE","ME105771","Taurine"
"ME105773","Tauropine_1","ME105773","Tauropine"
"ME105774","Tauropine_2","ME105774","Tauropine"
"ME105775","Tebuconazole_1","ME105775",""
"ME105776","Tebuconazole_2","ME105776",""
"ME105777","Tebuconazole_3","ME105777",""
"ME105778","Temazepam","ME105778","Temazepam"
"ME105779","Terbutaline_1","ME105779","Terbutaline"
"ME105780","Terbutaline_2","ME105780","Terbutaline"
"ME105781","Testolate","ME105781","Testolic acid"
"ME105782","Testololactone","ME105782",""
"ME105783","Testosterone glucuronide","ME105783","Testosterone glucuronide"
"ME105784","Tetrahomomethionine","ME105784","Tetrahomomethionine"
"ME105785","Tetrahydrocortisone","ME105785","Tetrahydrocortisone"
"ME105786","Tetralin_1","ME105786","Tetralin"
"ME105787","Tetralin_2","ME105787","Tetralin"
"ME105788","Tetralin_3","ME105788","Tetralin"
"ME105789","Tetralin_4","ME105789","Tetralin"
"ME105790","Tetraneurin A","ME105790","Tetraneurin A"
"ME105791","Thalidomide","ME105791","Thalidomide"
"ME105792","Theophylline_1","ME105792","Theophylline"
"ME105793","Theophylline_2","ME105793","Theophylline"
"ME105794","Thiamphenicol","ME105794","Thiamphenicol"
"ME105795","Thidiazuron_1","ME105795",""
"ME105796","Thidiazuron_2","ME105796",""
"ME105797","Thiobenzamide S,S-dioxide","ME105797",""
"ME105798","Thiomorpholine 3-carboxylate","ME105798","Thiomorpholine-3-carboxylic acid"
"ME105799","Thiorphan","ME105799","Thiorphan"
"ME105800","THTA","ME105800","2-Tetrahydrothiopheneacetic acid"
"ME105801","Thymidine","ME105801","Thymidine"
"ME105802","THYMINE_1","ME105802","Thymine"
"ME105803","THYMINE_2","ME105803","Thymine"
"ME105804","Thymyl acetate_1","ME105804","Thymol acetate"
"ME105805","Thymyl acetate_2","ME105805","Thymol acetate"
"ME105806","Thymyl acetate_3","ME105806","Thymol acetate"
"ME105807","Tioconazole","ME105807","Tioconazole"
"ME105808","Tocainide","ME105808","Tocainide"
"ME105809","Toluene_1","ME105809","Toluene"
"ME105810","Toluene_2","ME105810","Toluene"
"ME105811","Toluene-cis-dihydrodiol_1","ME105811","(1S,2R)-3-Methylcyclohexa-3,5-diene-1,2-diol"
"ME105812","Toluene-cis-dihydrodiol_2","ME105812","(1S,2R)-3-Methylcyclohexa-3,5-diene-1,2-diol"
"ME105813","Toluene-cis-dihydrodiol_3","ME105813","(1S,2R)-3-Methylcyclohexa-3,5-diene-1,2-diol"
"ME105814","Tolylacetate_1","ME105814",""
"ME105815","Tolylacetate_2","ME105815",""
"ME105816","Tolylacetate_3","ME105816",""
"ME105817","Topiramate","ME105817","Topiramate"
"ME105818","Tos-Arg-CH2Cl","ME105818",""
"ME105819","Tos-Lys-CH2Cl","ME105819",""
"ME105821","trans-1,2-Dichloroethene","ME105821","trans-1,2-dichloroethene"
"ME105822","trans-4-Hydroxycyclohexanecarboxylate","ME105822","4-Hydroxycyclohexylcarboxylic acid"
"ME105823","TRANS-4-HYDROXYPROLINE","ME105823","trans-4-Hydroxyproline"
"ME105824","TRANS-CINNAMATE","ME105824","trans-Cinnamic acid"
"ME105820","trans,trans-Farnesyl phosphate","ME105820",""
"ME105825","Tranylcypromine","ME105825","Tranylcypromine"
"ME105826","Traumatic acid_1","ME105826","Traumatic acid"
"ME105827","Traumatic acid_2","ME105827","Traumatic acid"
"ME105828","Tributyl phosphate","ME105828","Tributyl phosphate"
"ME105829","Tributyrin","ME105829","TG 4:0/4:0/4:0"
"ME105830","Triethanolamine","ME105830","Triethanolamine"
"ME105831","Triglochinin","ME105831","Triglochinin"
"ME105832","Trihomomethionine_1","ME105832","Trihomomethionine"
"ME105833","Trihomomethionine_2","ME105833","Trihomomethionine"
"ME105834","Trimethylamine N-oxide","ME105834","Trimethylamine N-oxide"
"ME105835","Triphenylsilanol","ME105835",""
"ME105836","Tris(butoxyethyl)phosphate","ME105836",""
"ME105837","Triticonazole","ME105837",""
"ME105838","Tropine_1","ME105838","Pseudotropine"
"ME105839","Tropine_2","ME105839","Pseudotropine"
"ME105840","Tropine_3","ME105840","Pseudotropine"
"ME105841","Tropinone","ME105841","Tropinone"
"ME105842","Trp-P-1","ME105842",""
"ME105843","Tryptamine","ME105843","Tryptamine"
"ME105844","Tuberonic acid glucoside","ME105844","Tuberonic acid glucoside"
"ME105845","Tussilagine_1","ME105845","Tussilagine"
"ME105846","Tussilagine_2","ME105846","Tussilagine"
"ME105847","Tussilagine_3","ME105847","Tussilagine"
"ME105848","Tyramine_1","ME105848","Tyramine"
"ME105849","Tyramine_2","ME105849","Tyramine"
"ME105850","Tyr-OEt","ME105850","Ethyl tyrosinate"
"ME105851","Umbelliferone","ME105851","Umbelliferone"
"ME105852","URACIL","ME105852","Uracil"
"ME105853","Uracil mustard","ME105853",""
"ME105854","URATE","ME105854","Uric acid"
"ME105855","Urate_1","ME105855","Uric acid"
"ME105856","Urate_2","ME105856","Uric acid"
"ME105857","Urate-3-ribonucleoside","ME105857","3-(beta-D-Ribofuranosyl)uric acid"
"ME105858","Ureidoacrylate","ME105858","Ureidoacrylic acid"
"ME105859","Uridine","ME105859","Uridine"
"ME105861","Urocanate","ME105861","Urocanic acid"
"ME105860","UROCANATE","ME105860","Urocanic acid"
"ME105862","Valclavam","ME105862","Valclavam"
"ME105863","Valine","ME105863","Valine"
"ME105864","Vanillyl alcohol_1","ME105864","4-Hydroxy-3-methoxybenzenemethanol"
"ME105865","Vanillyl alcohol_2","ME105865","4-Hydroxy-3-methoxybenzenemethanol"
"ME105866","Velloquercetin","ME105866","Velloquercetin"
"ME105867","Vermelone_1","ME105867",""
"ME105868","Vermelone_2","ME105868",""
"ME105869","Verrucarin A","ME105869","Verrucarin A"
"ME105870","Versicolorin B_1","ME105870","Versicolorin B"
"ME105871","Versicolorin B_2","ME105871","Versicolorin B"
"ME104126","(-)-Vestitone_1","ME104126","Vestitone"
"ME104127","(-)-Vestitone_2","ME104127","Vestitone"
"ME105872","Virol B","ME105872",""
"ME105873","Vitexin","ME105873","Vitexin"
"ME105874","Warfarin","ME105874","Warfarin"
"ME105875","Wedelolactone","ME105875","Wedelolactone"
"ME105876","WIN VI","ME105876","WIN VI"
"ME105878","Wyerone","ME105878","Wyerone"
"ME105879","Xanthan_1","ME105879",""
"ME105880","Xanthan_2","ME105880",""
"ME105881","Xanthine_1","ME105881","Xanthine"
"ME105882","Xanthine_2","ME105882","Xanthine"
"ME105883","Xanthosine","ME105883","Xanthosine"
"ME105884","Xanthosine 5'-phosphate","ME105884","XMP"
"ME105885","Xanthurenic acid","ME105885","Xanthurenic acid"
"ME105887","Xylitol","ME105887","Xylitol"
"ME105886","XYLITOL","ME105886","Xylitol"
"ME105888","Xylobiose","ME105888","Xylobiose"
"ME105889","Yersiniabactin_1","ME105889","Yersiniabactin"
"ME105890","Yersiniabactin_2","ME105890","Yersiniabactin"
"ME105891","Zalcitabine_1","ME105891","Zalcitabine"
"ME105892","Zalcitabine_2","ME105892","Zalcitabine"
"ME104175","(Z)-But-1-ene-1,2,4-tricarboxylate","ME104175",""
"ME105893","Zingerone_1","ME105893","Zingerone"
"ME105894","Zingerone_2","ME105894","Zingerone"
"ME105895","Zingerone_3","ME105895","Zingerone"
"ME105896","Zinnimidine_1","ME105896","Zinnimidine"
"ME105897","Zinnimidine_2","ME105897","Zinnimidine"
"ME105898","Zinnimidine_3","ME105898","Zinnimidine"
"ME105899","Zoxamide","ME105899",""
